lng,lat
-90.07585975,29.95965366
-90.07585835,29.95963846
-90.07578966,29.95974862
-90.07578033,29.95974227
-90.07611363,29.95997029
-90.07578172,29.95975748
-90.07577238,29.95975113
-90.07577099,29.95973593
-90.0760068,29.95992433
-90.07587757,29.95983554
-90.07577238,29.95975113
-90.07576305,29.95974479
-90.07587757,29.95983554
-90.07587757,29.95983554
-90.07587757,29.95983554
-90.07575511,29.95975365
-90.07599319,29.95993808
-90.07577378,29.95976634
-90.07576444,29.95975999
-90.07576584,29.9597752
-90.07599319,29.95993808
-90.07605363,29.95997876
-90.0757565,29.95976885
-90.07574717,29.95976251
-90.07576584,29.9597752
-90.0757565,29.95976885
-90.07603971,29.96045994
-90.07603971,29.96045994
-90.07603971,29.96045994
-90.07603971,29.96045994
-90.07605527,29.96047002
-90.07605527,29.96047002
-90.07605389,29.9604393
-90.07605998,29.96054524
-90.07605998,29.96054524
-90.07605527,29.96047002
-90.07605527,29.96047002
-90.07605998,29.96054524
-90.07605998,29.96054524
-90.07605998,29.96054524
-90.07605998,29.96054524
-90.07554732,29.96101546
-90.07554732,29.96101546
-90.0760859,29.96056269
-90.07539296,29.96090117
-90.07554732,29.96101546
-90.07554732,29.96101546
-90.07554732,29.96101546
-90.07554732,29.96101546
-90.07554732,29.96101546
-90.07554732,29.96101546
-90.07554732,29.96101546
-90.07554732,29.96101546
-90.07562941,29.96106412
-90.07562941,29.96106412
-90.07554732,29.96101546
-90.07593027,29.96038161
-90.07593027,29.96038161
-90.07593027,29.96038161
-90.07593027,29.96038161
-90.07602156,29.96032868
-90.07602156,29.96032868
-90.07593027,29.96038161
-90.07597441,29.96037843
-90.07605658,29.96028868
-90.07605658,29.96028868
-90.07605658,29.96028868
-90.07605658,29.96028868
-90.07605658,29.96028868
-90.07605658,29.96028868
-90.07605658,29.96028868
-90.07605658,29.96028868
-90.07605658,29.96028868
-90.07605658,29.96028868
-90.07605658,29.96028868
-90.07605658,29.96028868
-90.07605658,29.96028868
-90.07605658,29.96028868
-90.07605658,29.96028868
-90.07605658,29.96028868
-90.07600278,29.96039877
-90.07600278,29.96039877
-90.07600278,29.96039877
-90.07607585,29.96041155
-90.07600278,29.96039877
-90.0760196,29.96024771
-90.0760196,29.96024771
-90.0760196,29.96024771
-90.0760196,29.96024771
-90.07592844,29.96034738
-90.07601029,29.96026276
-90.07595263,29.96032167
-90.07601029,29.96026276
-90.07601029,29.96026276
-90.07601029,29.96026276
-90.07601029,29.96026276
-90.07601029,29.96026276
-90.07601029,29.96026276
-90.07601029,29.96026276
-90.07601029,29.96026276
-90.07601029,29.96026276
-90.07601029,29.96026276
-90.07601029,29.96026276
-90.07601029,29.96026276
-90.07598611,29.96028285
-90.07591238,29.96036945
-90.07601029,29.96026276
-90.07601029,29.96026276
-90.07591238,29.96036945
-90.07591238,29.96036945
-90.07591238,29.96036945
-90.07591238,29.96036945
-90.07591238,29.96036945
-90.07591238,29.96036945
-90.07591238,29.96036945
-90.07591238,29.96036945
-90.07604391,29.9601618
-90.07604391,29.9601618
-90.0758701,29.96035118
-90.07595078,29.96026602
-90.07604391,29.9601618
-90.07604391,29.9601618
-90.07604391,29.9601618
-90.07604391,29.9601618
-90.07604391,29.9601618
-90.07604391,29.9601618
-90.07604391,29.9601618
-90.07604391,29.9601618
-90.07604391,29.9601618
-90.07604391,29.9601618
-90.07604391,29.9601618
-90.07604391,29.9601618
-90.07589629,29.96035942
-90.07589629,29.96035942
-90.07604391,29.9601618
-90.07604391,29.9601618
-90.0760196,29.96024771
-90.0760196,29.96024771
-90.07596593,29.96030936
-90.0760196,29.96024771
-90.0760196,29.96024771
-90.0760196,29.96024771
-90.0760196,29.96024771
-90.0760196,29.96024771
-90.0760196,29.96024771
-90.0760196,29.96024771
-90.0760196,29.96024771
-90.0760196,29.96024771
-90.07581138,29.96023856
-90.0757997,29.96025307
-90.07581138,29.96023856
-90.07581138,29.96023856
-90.07590202,29.96020311
-90.07590202,29.96020311
-90.0758303,29.96027496
-90.07590202,29.96020311
-90.07584462,29.96026178
-90.07584462,29.96026178
-90.07590202,29.96020311
-90.07584462,29.96026178
-90.07584462,29.96026178
-90.07584462,29.96026178
-90.07584462,29.96026178
-90.07584462,29.96026178
-90.07580593,29.96030479
-90.07584462,29.96026178
-90.07581745,29.96028907
-90.0758707,29.96023629
-90.0758707,29.96023629
-90.07588844,29.96021811
-90.0758707,29.96023629
-90.0759778,29.96023898
-90.07599989,29.96021066
-90.0758707,29.96023629
-90.07594142,29.96016064
-90.07589637,29.96032333
-90.07588224,29.96033657
-90.07596491,29.96025176
-90.07591021,29.96030906
-90.07569987,29.96021386
-90.07569987,29.96021386
-90.07569987,29.96021386
-90.07569987,29.96021386
-90.07569987,29.96021386
-90.07577605,29.96016837
-90.07569987,29.96021386
-90.07569987,29.96021386
-90.07577605,29.96016837
-90.07577605,29.96016837
-90.07577605,29.96016837
-90.07577605,29.96016837
-90.07573786,29.96023996
-90.07573786,29.96023996
-90.0757215,29.96022968
-90.07574333,29.9602138
-90.07573786,29.96023996
-90.07573786,29.96023996
-90.07573786,29.96023996
-90.07573786,29.96023996
-90.07586886,29.96017941
-90.07586886,29.96017941
-90.07573786,29.96023996
-90.07586886,29.96017941
-90.0758379,29.96020948
-90.07586886,29.96017941
-90.07585482,29.96019285
-90.0758379,29.96020948
-90.0758249,29.96022597
-90.0758379,29.96020948
-90.0758379,29.96020948
-90.07543743,29.96010807
-90.0754561,29.96012076
-90.07544676,29.96011442
-90.07543882,29.96012328
-90.07542948,29.96011693
-90.07544816,29.96012962
-90.07543882,29.96012328
-90.07542154,29.96012579
-90.07544021,29.96013848
-90.07543088,29.96013214
-90.07563108,29.96016518
-90.07563108,29.96016518
-90.07552722,29.96017684
-90.07552722,29.96017684
-90.07565355,29.96018217
-90.07565355,29.96018217
-90.07563108,29.96016518
-90.07565355,29.96018217
-90.07565355,29.96018217
-90.07565355,29.96018217
-90.07565355,29.96018217
-90.07565355,29.96018217
-90.07565355,29.96018217
-90.07565355,29.96018217
-90.07565355,29.96018217
-90.07565355,29.96018217
-90.07569987,29.96021386
-90.07565355,29.96018217
-90.07567469,29.96019918
-90.07550375,29.9600676
-90.07549441,29.96006125
-90.07558814,29.96013901
-90.07549581,29.96007646
-90.07548647,29.96007011
-90.07548508,29.96005491
-90.07547714,29.96006377
-90.07547714,29.96006377
-90.07547714,29.96006377
-90.07547714,29.96006377
-90.07547853,29.96007898
-90.07546919,29.96007263
-90.07548787,29.96008532
-90.07547992,29.96009418
-90.07546919,29.96007263
-90.07546919,29.96007263
-90.07547198,29.96010304
-90.07547059,29.96008784
-90.07546125,29.96008149
-90.07546404,29.9601119
-90.07546265,29.9600967
-90.07545331,29.96009035
-90.07544537,29.96009921
-90.07546404,29.9601119
-90.0754547,29.96010556
-90.07521949,29.96124659
-90.07521949,29.96124659
-90.07521949,29.96124659
-90.07521949,29.96124659
-90.07521949,29.96124659
-90.07521949,29.96124659
-90.07521949,29.96124659
-90.07521949,29.96124659
-90.07534752,29.96109658
-90.07534752,29.96109658
-90.07521949,29.96124659
-90.07521949,29.96124659
-90.07534752,29.96109658
-90.07534752,29.96109658
-90.07534752,29.96109658
-90.07534752,29.96109658
-90.07525761,29.96118271
-90.07525761,29.96118271
-90.07534752,29.96109658
-90.07534752,29.96109658
-90.07536138,29.96108312
-90.07536138,29.96108312
-90.07525761,29.96118271
-90.07525761,29.96118271
-90.07533553,29.96110975
-90.07533553,29.96110975
-90.07536138,29.96108312
-90.07536138,29.96108312
-90.07533553,29.96110975
-90.07531844,29.96113284
-90.07533553,29.96110975
-90.07533553,29.96110975
-90.07530512,29.96121333
-90.07530512,29.96121333
-90.07530512,29.96121333
-90.07530512,29.96121333
-90.0753224,29.96117954
-90.0753224,29.96117954
-90.0753224,29.96117954
-90.0753224,29.96117954
-90.0753421,29.9611604
-90.0753421,29.9611604
-90.0753421,29.9611604
-90.0753421,29.9611604
-90.07535768,29.9611482
-90.07535768,29.9611482
-90.07535768,29.9611482
-90.07535768,29.9611482
-90.07523658,29.96125533
-90.07523658,29.96125533
-90.07535768,29.9611482
-90.07523658,29.96125533
-90.07523658,29.96125533
-90.07528063,29.96119931
-90.07523658,29.96125533
-90.07523658,29.96125533
-90.07528063,29.96119931
-90.07528063,29.96119931
-90.07528063,29.96119931
-90.07528063,29.96119931
-90.07521949,29.96124659
-90.07521949,29.96124659
-90.07521949,29.96124659
-90.07521949,29.96124659
-90.07532249,29.96126676
-90.07532249,29.96126676
-90.07532249,29.96126676
-90.07532249,29.96126676
-90.07532249,29.96126676
-90.07532249,29.96126676
-90.07532249,29.96126676
-90.07532249,29.96126676
-90.07532249,29.96126676
-90.07532249,29.96126676
-90.07532249,29.96126676
-90.07532249,29.96126676
-90.07532249,29.96126676
-90.07525289,29.961267
-90.07532249,29.96126676
-90.07532249,29.96126676
-90.07525289,29.961267
-90.07525289,29.961267
-90.07525289,29.961267
-90.07525289,29.961267
-90.07525289,29.961267
-90.07525289,29.961267
-90.07525289,29.961267
-90.07525289,29.961267
-90.07530512,29.96121333
-90.07530512,29.96121333
-90.07525289,29.961267
-90.07525289,29.961267
-90.07530512,29.96121333
-90.07530512,29.96121333
-90.07530512,29.96121333
-90.07530512,29.96121333
-90.07534767,29.96129561
-90.07532317,29.96131245
-90.07534767,29.96129561
-90.07534767,29.96129561
-90.07532317,29.96131245
-90.07532317,29.96131245
-90.07532317,29.96131245
-90.07532317,29.96131245
-90.07532317,29.96131245
-90.07532317,29.96131245
-90.07532317,29.96131245
-90.07532317,29.96131245
-90.07532317,29.96131245
-90.07535849,29.96128183
-90.07532317,29.96131245
-90.07532317,29.96131245
-90.07537091,29.96126669
-90.07537091,29.96126669
-90.07535849,29.96128183
-90.07535849,29.96128183
-90.07529908,29.96129923
-90.07529908,29.96129923
-90.07529908,29.96129923
-90.0753575,29.96122517
-90.07532249,29.96126676
-90.07528473,29.96128821
-90.07528473,29.96128821
-90.07532249,29.96126676
-90.07532249,29.96126676
-90.07532249,29.96126676
-90.07532249,29.96126676
-90.07565244,29.96095529
-90.07565244,29.96095529
-90.07565244,29.96095529
-90.07565244,29.96095529
-90.07547266,29.96098765
-90.07547266,29.96098765
-90.07565244,29.96095529
-90.07565244,29.96095529
-90.07547266,29.96098765
-90.07547266,29.96098765
-90.07547266,29.96098765
-90.07547266,29.96098765
-90.07547266,29.96098765
-90.07547266,29.96098765
-90.07547266,29.96098765
-90.07547266,29.96098765
-90.07547266,29.96098765
-90.07547266,29.96098765
-90.07547266,29.96098765
-90.07547266,29.96098765
-90.07537733,29.96134831
-90.07537733,29.96134831
-90.07537733,29.96134831
-90.07537733,29.96134831
-90.07531526,29.9613752
-90.07537733,29.96134831
-90.07537733,29.96134831
-90.07534767,29.96129561
-90.07534767,29.96129561
-90.07534767,29.96129561
-90.07549518,29.96084586
-90.07549518,29.96084586
-90.07538082,29.96091465
-90.07538082,29.96091465
-90.07549518,29.96084586
-90.07549518,29.96084586
-90.07549518,29.96084586
-90.07549518,29.96084586
-90.07569338,29.96099755
-90.07569338,29.96099755
-90.07549518,29.96084586
-90.07549518,29.96084586
-90.07569338,29.96099755
-90.07569338,29.96099755
-90.07569338,29.96099755
-90.07569338,29.96099755
-90.07570585,29.96098348
-90.07570585,29.96098348
-90.07569338,29.96099755
-90.07569338,29.96099755
-90.07561502,29.96093595
-90.07566905,29.9609371
-90.07571718,29.96096741
-90.07571718,29.96096741
-90.07565244,29.96095529
-90.07565244,29.96095529
-90.07565244,29.96095529
-90.07565244,29.96095529
-90.07565244,29.96095529
-90.07565244,29.96095529
-90.07565244,29.96095529
-90.07565244,29.96095529
-90.07547212,29.96081169
-90.07548398,29.96079668
-90.07544827,29.96083929
-90.07547212,29.96081169
-90.07561703,29.96107629
-90.07561703,29.96107629
-90.07561703,29.96107629
-90.07561703,29.96107629
-90.07561703,29.96107629
-90.07561703,29.96107629
-90.07561703,29.96107629
-90.07561703,29.96107629
-90.07555712,29.96106241
-90.07555712,29.96106241
-90.07559908,29.96109733
-90.07559908,29.96109733
-90.07539649,29.9609573
-90.07539649,29.9609573
-90.07552326,29.96103694
-90.07551032,29.9610509
-90.07541974,29.96093145
-90.07541974,29.96093145
-90.07539649,29.9609573
-90.07539649,29.9609573
-90.07538082,29.96091465
-90.07538082,29.96091465
-90.07538082,29.96091465
-90.07538082,29.96091465
-90.07538082,29.96091465
-90.07538082,29.96091465
-90.07538082,29.96091465
-90.07538082,29.96091465
-90.07562941,29.96106412
-90.07562941,29.96106412
-90.07562941,29.96106412
-90.07562941,29.96106412
-90.07562941,29.96106412
-90.07562941,29.96106412
-90.07562941,29.96106412
-90.07562941,29.96106412
-90.07562941,29.96106412
-90.07562941,29.96106412
-90.07562941,29.96106412
-90.07562941,29.96106412
-90.07562941,29.96106412
-90.07562941,29.96106412
-90.07562941,29.96106412
-90.07562941,29.96106412
-90.07553742,29.96088212
-90.07553742,29.96088212
-90.07562941,29.96106412
-90.07560966,29.96099713
-90.07544827,29.96083929
-90.07544827,29.96083929
-90.07553742,29.96088212
-90.07556684,29.96090507
-90.07544827,29.96083929
-90.07544827,29.96083929
-90.07544827,29.96083929
-90.07544827,29.96083929
-90.07544827,29.96083929
-90.07544827,29.96083929
-90.07544827,29.96083929
-90.07544827,29.96083929
-90.07493555,29.96094672
-90.07493555,29.96094672
-90.07490077,29.96098256
-90.07493555,29.96094672
-90.07495997,29.96091934
-90.07495997,29.96091934
-90.07493555,29.96094672
-90.07495997,29.96091934
-90.07495997,29.96091934
-90.07495997,29.96091934
-90.07495997,29.96091934
-90.07495997,29.96091934
-90.07495997,29.96091934
-90.07495997,29.96091934
-90.07495997,29.96091934
-90.07497295,29.96090508
-90.07497295,29.96090508
-90.07497295,29.96090508
-90.07497295,29.96090508
-90.07500412,29.96087027
-90.07500412,29.96087027
-90.07500412,29.96087027
-90.07500412,29.96087027
-90.075042,29.96083031
-90.075042,29.96083031
-90.07502495,29.96085008
-90.07502495,29.96085008
-90.075042,29.96083031
-90.07506051,29.96081081
-90.075042,29.96083031
-90.075042,29.96083031
-90.07482217,29.96092368
-90.07482217,29.96092368
-90.07482217,29.96092368
-90.07482217,29.96092368
-90.07483512,29.96090904
-90.07483512,29.96090904
-90.07482217,29.96092368
-90.07483512,29.96090904
-90.07488087,29.96085091
-90.07488087,29.96085091
-90.07483512,29.96090904
-90.07488087,29.96085091
-90.07495609,29.96076973
-90.07499948,29.96072321
-90.07488087,29.96085091
-90.07488087,29.96085091
-90.07499948,29.96072321
-90.07499948,29.96072321
-90.07499948,29.96072321
-90.07499948,29.96072321
-90.07490077,29.96098256
-90.07490077,29.96098256
-90.07499948,29.96072321
-90.07490077,29.96098256
-90.07490077,29.96098256
-90.07490077,29.96098256
-90.07490077,29.96098256
-90.07490077,29.96098256
-90.07490077,29.96098256
-90.07490077,29.96098256
-90.07490077,29.96098256
-90.07490077,29.96098256
-90.07501452,29.96080021
-90.07501452,29.96080021
-90.07501452,29.96080021
-90.07501452,29.96080021
-90.07509006,29.96071937
-90.07509006,29.96071937
-90.07503969,29.96077445
-90.07509006,29.96071937
-90.07476351,29.96098391
-90.07484707,29.96089469
-90.07510256,29.96070439
-90.07476351,29.96098391
-90.07506305,29.96075605
-90.07478995,29.96095523
-90.07484707,29.96089469
-90.07484707,29.96089469
-90.07478995,29.96095523
-90.07478995,29.96095523
-90.07478995,29.96095523
-90.07478995,29.96095523
-90.07480914,29.96093645
-90.07480914,29.96093645
-90.07478995,29.96095523
-90.07478995,29.96095523
-90.07482217,29.96092368
-90.07482217,29.96092368
-90.07482217,29.96092368
-90.07482217,29.96092368
-90.07482217,29.96092368
-90.07482217,29.96092368
-90.07482217,29.96092368
-90.07482217,29.96092368
-90.07504413,29.96067497
-90.07506935,29.96064816
-90.07504413,29.96067497
-90.07486322,29.9608746
-90.07486322,29.9608746
-90.07506935,29.96064816
-90.07506935,29.96064816
-90.07490278,29.96083454
-90.07490278,29.96083454
-90.07486322,29.9608746
-90.07490278,29.96083454
-90.07492652,29.96080673
-90.07492652,29.96080673
-90.07490278,29.96083454
-90.07490278,29.96083454
-90.07494465,29.96078478
-90.07494465,29.96078478
-90.07494465,29.96078478
-90.07494465,29.96078478
-90.07497628,29.9607477
-90.07497628,29.9607477
-90.07497628,29.9607477
-90.07497628,29.9607477
-90.07497886,29.96084239
-90.07497886,29.96084239
-90.07497628,29.9607477
-90.07497628,29.9607477
-90.07500315,29.9608143
-90.07497886,29.96084239
-90.07497886,29.96084239
-90.07518262,29.9611381
-90.07518262,29.9611381
-90.07518262,29.9611381
-90.07518262,29.9611381
-90.07518262,29.9611381
-90.07519953,29.96111916
-90.07518262,29.9611381
-90.07518262,29.9611381
-90.07519953,29.96111916
-90.07519953,29.96111916
-90.07519953,29.96111916
-90.07519953,29.96111916
-90.07513253,29.96119454
-90.07524193,29.96107269
-90.07519953,29.96111916
-90.07521208,29.96110492
-90.07494108,29.96088368
-90.07508305,29.96063334
-90.07513376,29.96066371
-90.07491694,29.96091041
-90.07508305,29.96063334
-90.07508305,29.96063334
-90.07491694,29.96091041
-90.07491694,29.96091041
-90.07491694,29.96091041
-90.07491694,29.96091041
-90.07496528,29.96085667
-90.07496528,29.96085667
-90.07491694,29.96091041
-90.07495433,29.96086977
-90.07530256,29.96100208
-90.07531503,29.96098795
-90.07529057,29.96101564
-90.07529057,29.96101564
-90.07535707,29.96094203
-90.07535707,29.96094203
-90.07534513,29.96095778
-90.07535707,29.96094203
-90.07535707,29.96094203
-90.07535707,29.96094203
-90.07535707,29.96094203
-90.07535707,29.96094203
-90.07522229,29.96109057
-90.07522229,29.96109057
-90.07526535,29.96104573
-90.07522229,29.96109057
-90.07522229,29.96109057
-90.07522229,29.96109057
-90.07522229,29.96109057
-90.07522229,29.96109057
-90.07514477,29.96117996
-90.07514477,29.96117996
-90.07522229,29.96109057
-90.07522229,29.96109057
-90.07516877,29.96115193
-90.07516877,29.96115193
-90.07514477,29.96117996
-90.07515844,29.9611642
-90.07516877,29.96115193
-90.07516877,29.96115193
-90.07516877,29.96115193
-90.07516877,29.96115193
-90.07526695,29.96109977
-90.07526695,29.96109977
-90.07525285,29.96111284
-90.07525285,29.96111284
-90.07527971,29.96108514
-90.07529736,29.96106664
-90.07527971,29.96108514
-90.07527971,29.96108514
-90.07530955,29.9610529
-90.07530955,29.9610529
-90.07529736,29.96106664
-90.07530955,29.9610529
-90.07532203,29.9610381
-90.07532203,29.9610381
-90.07530955,29.9610529
-90.07530955,29.9610529
-90.07532203,29.9610381
-90.07532203,29.9610381
-90.07532203,29.9610381
-90.07532203,29.9610381
-90.07532203,29.9610381
-90.07532203,29.9610381
-90.07532203,29.9610381
-90.07532203,29.9610381
-90.07529057,29.96101564
-90.07529057,29.96101564
-90.07515943,29.96120421
-90.07515943,29.96120421
-90.07529057,29.96101564
-90.07529057,29.96101564
-90.07529057,29.96101564
-90.07529057,29.96101564
-90.07531844,29.96113284
-90.07529429,29.9611596
-90.07531844,29.96113284
-90.07531844,29.96113284
-90.07529429,29.9611596
-90.07520329,29.96123613
-90.07529429,29.9611596
-90.07529429,29.9611596
-90.07517249,29.96121407
-90.07517249,29.96121407
-90.07520329,29.96123613
-90.07517249,29.96121407
-90.07518916,29.96118607
-90.07518916,29.96118607
-90.07517249,29.96121407
-90.07518916,29.96118607
-90.07518916,29.96118607
-90.07518916,29.96118607
-90.07518916,29.96118607
-90.07518916,29.96118607
-90.07518916,29.96118607
-90.07518916,29.96118607
-90.07518916,29.96118607
-90.0752408,29.96112562
-90.0752408,29.96112562
-90.07521314,29.96115902
-90.07525285,29.96111284
-90.07525285,29.96111284
-90.0752408,29.96112562
-90.0752408,29.96112562
-90.07508142,29.9610703
-90.07528531,29.96083499
-90.07525356,29.9608761
-90.07508142,29.9610703
-90.07528531,29.96083499
-90.07528531,29.96083499
-90.07528531,29.96083499
-90.07528531,29.96083499
-90.07528531,29.96083499
-90.07528531,29.96083499
-90.07528531,29.96083499
-90.07528531,29.96083499
-90.07517688,29.96096171
-90.07517688,29.96096171
-90.07528531,29.96083499
-90.07517688,29.96096171
-90.07512224,29.96102344
-90.07527017,29.96086128
-90.07514547,29.96099493
-90.07527017,29.96086128
-90.07527017,29.96086128
-90.07527017,29.96086128
-90.07527017,29.96086128
-90.07510618,29.96104469
-90.07510618,29.96104469
-90.07510618,29.96104469
-90.07510618,29.96104469
-90.07510618,29.96104469
-90.07510618,29.96104469
-90.07510618,29.96104469
-90.07510618,29.96104469
-90.07498071,29.96108459
-90.07498071,29.96108459
-90.07498071,29.96108459
-90.07498071,29.96108459
-90.07525173,29.96081984
-90.07525173,29.96081984
-90.07498071,29.96108459
-90.07525173,29.96081984
-90.07501151,29.96110447
-90.07501151,29.96110447
-90.07525173,29.96081984
-90.07525173,29.96081984
-90.07519543,29.96094054
-90.07519543,29.96094054
-90.07501151,29.96110447
-90.07519543,29.96094054
-90.07521654,29.96091894
-90.07522892,29.96090543
-90.07519543,29.96094054
-90.07521654,29.96091894
-90.07524209,29.96089068
-90.07524209,29.96089068
-90.07522892,29.96090543
-90.07522892,29.96090543
-90.07524209,29.96089068
-90.07524209,29.96089068
-90.07524209,29.96089068
-90.07524209,29.96089068
-90.07524209,29.96089068
-90.07525356,29.9608761
-90.07524209,29.96089068
-90.07524209,29.96089068
-90.07517482,29.96085287
-90.07517482,29.96085287
-90.07515169,29.96088014
-90.07515169,29.96088014
-90.07496227,29.96107145
-90.07496227,29.96107145
-90.07517482,29.96085287
-90.07496227,29.96107145
-90.07502513,29.96101952
-90.07502513,29.96101952
-90.07522853,29.96080256
-90.07502513,29.96101952
